Text,Emotion
i can t help but feel amazed,surprise
i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,surprise
i am older and my life is very different i can feel how amazed i was that morning,surprise
i feel amazed and surprised when the exact question i am trying to ask,surprise
i feel simply amazed when i look back,surprise
i feel not just attracted to but completely enthralled and captivated by him like hes some kind of other worldly creature with nothing inside him but a really bright light,surprise
i get a day off from writing and feeling pressure to be funny and get to laugh at your stories and share some blog love monday is the wonderful a href http geremiafamily,surprise
i kept trying to feel shocked or depressed or somehow affected but i could not,surprise
i still had the feeling and it surprised me,surprise
i dropped back to sleep for an hour or two and had very realistic peculiar dreams which are now stuck in my head making me feel a bit dazed,surprise
i must say it was first numb then ouch my head feel dazed,surprise
im in the second trimester i feel amazing,surprise
i couldn t help feeling curious about what looked like fishing tackle hung in an adjoining cubicle an outsize plastic mac and sou wester dangled over an enormous pair of wellies,surprise
i have often observed that at times when it seems i should feel something im surprised by how disconnected i feel to the people and world around me,surprise
im watching my sodium which mostly means im feeling stunned and overwhelmed at how much is in everything we eat,surprise
i was willing to be honest with myself and put a name to what i was feeling i was shocked,surprise
i could get fucking stuffed in fucking chocolate without feeling weird and fat do you have troubles sleeping at night,surprise
i am looking forward to how amazing it makes me feel i will probably post more details about it in the coming days for anyone who is curious about this nutty thing we do on occasion,surprise
im not going to lie it feels really weird to be writing this right now,surprise
id been feeling a bit curious,surprise
i still had the feeling something weird had just gone down,surprise
i started feeling funny last monday i just knew i was pregnant,surprise
i feel a strange type of peace with this go around that i never felt with ally,surprise
im feeling very curious ill pull out geology maps,surprise
i feel so impressed by a dental work in front of me as well as a cost which we am deliberation suicide,surprise
i left feel serence and impressed by the man he is,surprise
i feel like im not gonna lie im really surprised that i feel like i should share this,surprise
i really want to watch it for the obvious romance reasons and i have a feeling like it would be a really funny kind of drama too i can also somewhat relate to the female main character who works with this boss who has a lot of pride and is a bit what you would like to call him as cocky,surprise
i am feeling overwhelmed i dont feel hopeless to often but i do cycle through frustration anxiety and sometimes anger that i have to go through this,surprise
i feel dazed and empty and like somthing is missing in my brain,surprise
i feel like this sums up the vanity of humans funny pictures funny quotes funny memes funny pics fails autocorrect fails,surprise
im going to be very honest with you it feels amazing,surprise
i feel funny things happening to my face and all over my body,surprise
i feel funny inside is that a reference to the circus going on in his underpants,surprise
i almost feel funny not adding a picture at the bottom of my post like denis and dave,surprise
im just feeling so dazed everyday,surprise
i as representative of everything thats wrong with corporate america and feel that sending him to washington is a ludicrous idea,surprise
i feel i should make is how surprised but entertained i was by the inclusion of so many popular culture and gaming references in the story mode of the game,surprise
i first started reading city of dark magic i thought it would be a challenge to actually enjoy it since i felt like the content about famous classical music was over my head but luckily after plowing through the first chapter i became more confident and started feeling less dumb,sadness
i feel useless a href http juliemadblogger,sadness
i feel rotten my feet still swell up and after i eat i feel bad and the more i eat i feel bad,sadness
i feel ashamed to type all this,sadness
i just notice what i am doing that is ruining my happy moment because this feelingof discontent is my resistance to receiving love in the genuine way its being delivered,sadness
i feel empty inside not surprising considering i havent eaten all day,sadness
i always make things harder which im not going to lie i sometimes have a way of complicating the very simple however a new baby is a pretty big undertaking and from this comment and many many others i feel like he sees himself as being disturbed very little,sadness
i do feel discouraged by what my supervisor said,sadness
i was sitting in class feeling somehow disturbed,sadness
i start to feel lethargic about blogging,sadness
i was wasting my life away going out with one person after another to find love feeling shitty and anti social about my polytechnic life i met this guy,sadness
i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic,sadness
im feeling very disturbed by tons of things,sadness
im also still feeling whiney as hell so its possible i could rant a bit today,sadness
i feel unfortunate that i dont have a lot of time to spend with my family,sadness
i feel as though were giving too many details about unimportant things like chriss mundane life and left out on other details like more character depth especially with secondary characters,sadness
i only talk about how people make me feel and the only people i talk about are the ones that make me feel unhappy upset nervous or angry,sadness
i to feel defeated,sadness
i also baked enough cookies to take to my local bbw tomorrow night i feel so bad for the employees who have to work,sadness
i feel slightly unfortunate in the sense that the calendar year wasn t a great year for the systems if i m honest,sadness
i met my ex briefly just to catch up because he was leaving for sarawak lololol it was good seeing him again and now i feel so awkward typing this,sadness
im feeling so embarrassed frightened that i wouldve smashed the window and slid in dukes of hazzard style if it would get garage man to stop glaring at me,sadness
i was studying i always had the feeling that the process was unpleasant but it was absolutely necessary,sadness
i feel beaten down and i feel void,sadness
i feel like resolutions are boring and cliche,sadness
im feeling rotten and pretending it just aint so,sadness
i can begin to see a first step and suddenly life does not feel so despairing,sadness
i feel stupid enough,sadness
i begin to sense how these characters are feeling the heartbreaks theyre suffering or have suffered already,sadness
i am up and ready to read read read today even though im feeling very groggy this morning,sadness
this monday i took a math bs test and flunked for the second time,sadness
i miss not feeling exhausted after being outside in the heat for minutes,sadness
i appreciate how clean their lifestyles are even though i admit there were a few moments where the complete aversion to substances sex made me feel a little repressed,sadness
i can tell my arms and hands feel weaker and they feel more numb and tingly at night when i wake up,sadness
i wasnt very interested in it but it evoked the feeling of an earth grittily doomed by aliens quite well,sadness
i agree even though when i feel discouraged i like to go to places with lots of color because they make me feel better,sadness
i was wondering if you will focus on the problems because any way you are not care for themselves when complaining or feeling needy,sadness
i feel like im being really needy,sadness
i hurt your feelings and for that i am sorry,sadness
i felt a stronger wish to be free from self cherishing through my refuge practice and a return to the feeling of freedom and protection from suffering which i stayed with for the rest of the meditation,sadness
i feel like they are more boring to paint than a bunch of fruit,sadness
i feel anger i feel sad i feel joy and i feel other emotions too but will stick to a few,sadness
i wonder if i feel under nurtured or needy,sadness
id ever known so i figured it was normal for me to feel ugly dumb and weird,sadness
i stopped feeling a little awkward,sadness
i would like to take the opportunity to describe one day this week when i was feeling particularly gloomy,sadness
im tired of feeling unhappy about things and unmotivated,sadness
i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,sadness
i cant feel dont turn your back on me i wont be ignored time wont heal dont turn your back on me i wont be ignored,sadness
i was younger i used to feel homesick,sadness
i left the theater feeling sad and alone the sudden realization of my own fleeting mortality weighing down each and every step,sadness
i realize how much my little family leans on me and it felt so overwhelming and i feel so inadequate,sadness
i am no longer even remotely ok with my body and i feel ugly to the person who swore to love me,sadness
i did feel things it was often just repressed fear and anxiety and distrust,sadness
i feel that they ignored the systemic nature of a pattern of sexual abuse and mishandling of reports of sexual abuse in the service of understandably wishing to defend and protect a friend and his reputation,sadness
i feel like i am doomed to a life of sleep obsession,sadness
i sometimes feel like a damaged product,sadness
i feel like an ungrateful ass a href http thisisntcuteanymore,sadness
i feel a little low about being in japan and i always feel pangs of guilt when i fail to appreciate my living situation and decisions,sadness
i feel dirty watching this series and you can tell how the series is trying to induce false emotions in the viewer,sadness
i just sat there in my group feeling really depressed because my book just had to go missing at this time,sadness
ive been feeling a bit messy but im hoping this fresh look will help me figure out a better way to deal,sadness
i feel like these unfortunate events fit in with my thought quote i posted above,sadness
i doubt that makes any sense to any one but me when i feel emotional the metaphors come tumbling out like a rock slide see,sadness
i didnt want to feel any pain an hour later they decided to start that up and shortly after that they broke my water,sadness
i still feel like im being punished,sadness
i ended the podcast feeling not depressed exactly but like i still didn t have a concrete answer for how to strike that balance that self help authors love to talk about,sadness
i feel ungrateful for wanting more but the truth is,sadness
i feel sorta vain,sadness
i feel it like you target blank class di title bookmark on del,sadness
i will admit with the joy of cooking there are also times where you feel defeated,sadness
i feel ashamed of you,sadness
i feel fucking woeful looking at the other girls,sadness
i was feeling homesick for the annual easter breakfast and service at church this morning at when we left to hike up mt precipice for the sunrise,sadness
i feel helpless to regain a safe feeling,sadness
i feel drained and i am physically sore from the work i did,sadness
i do not want others to feel unhappy just because they have to accommodate to me,sadness
i feel lonely who make me feel special when i feel useless who are always kind and sweet to me,sadness
i will burn for you feel pain for you i will twist the knife and bleed my aching heart and tear it apart i will lie for you beg and steal for you i will crawl on hands and knees until you see youre just like me,sadness
ive been feeling very listless lately,sadness
i have to be honest and say that the first two chapters sort of overwhelmed me and i wasnt sure that i was going to be able to follow everything and was feeling kind of dumb,sadness
i lay here typing this hate blog entry that no one would read although i want the whole world to read and praise me like dickens i feel so miserable,sadness
i can t look at for too long without feeling depressed,sadness
i do that i feel ashamed of,sadness
i suppose we all feel a little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore,sadness
i might do so simply because i couldnt keep my mouth shut makes me feel terrible,sadness
i feel just an on going dull pain for a fews hours or a day in my chest,sadness
i sit up and i feel awful about it as miles starts feeling up whoever s pants under his back for a cigarette box,sadness
i feel its sad but im okay with it im happy i had done it even though it hurts a little,sadness
i feel like everythings going to happen with out me and that ive been disillusioned this whole time,sadness
i cant helped but to feel burdened and anxious about this,sadness
i feel that poachers and others who kill animals for their pelts ivory or other parts should be punished severely i find hunting and fishing cruel,sadness
i feel empty after cheated in the name of friendship i was broken,sadness
i feel i can only hope im not alone in these thoughts and im sure to all you fellow exchange students you probably have the same thoughts in mind with at least some of this listed some might say being an exchange student is unlike any other experience,sadness
i was feeling really troubled and down over what my dad said,sadness
i feel so useless some days,sadness
i feel the most unloved and unlovable,sadness
i feel like a bit of an ungrateful fool for not having written anything about him last week,sadness
i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,sadness
i was having an awful year racing and was feeling exhausted all the time,sadness
i am going through trials or just feeling troubled about something i love to put on worship music while i am driving and really think about the words sing and pray as i go,sadness
i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,sadness
i feel i might have lost the potty training train,sadness
im afraid to call the guy from yesterday because i think hell be angry because i think my boss is angry because i dont communicate with him and i feel like im doing a shitty job and i project my fears onto him,sadness
i always feel so dull in the morning,sadness
i am lost for words to tell you of my agonising pain i feel from my own sorrowful heart my heart of darkness,sadness
i feel groggy and out of sorts from my episode not counting the fact that i got scared last night,sadness
i know it will be no picnic and i will not feel defeated at all if i get my first contraction and immediately decide to go for the epidural or if i am induced or have to have a c section or whatever may be,sadness
i am again not inspired and after looking at ideas and images i feel that i dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought,sadness
i feel like that im hated by most of the girls is it becoz im a good dancer,sadness
i think im making up for feeling like i missed autumn and its great colours,sadness
i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,sadness
i left feeling absoloutely devastated,sadness
i don t have to stiffen don t have to fight for myself or feel bad about behaving the way i naturally behave,sadness
i work well with almost every client ive ever been in contact with because i know what it means to feel depressed angry frustrated irritated hopeless and apathetic because i feel it daily,sadness
i feel really shitty and it s seriously like the whole thing is ruined,sadness
i feel useless with just a bachelors and masters,sadness
i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it,sadness
im feeling a little lethargic,sadness
i woke up about am feeling a little disturbed,sadness
i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,sadness
i feel kind of shamed about myself,sadness
i feel like im unwelcome,sadness
im happy to report im still not feeling terribly stressed,sadness
i have noticed my fingers and toes get very cold and almost feel numb,sadness
i feel so extremely disappointed by you you took me for granted,sadness
i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,sadness
i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,sadness
i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,sadness
i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,sadness
i cant feel anything like they said why does everything always hurt so bad,sadness
i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,sadness
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,sadness
i had told gerry yesterday that if i feel isolated it is my own fault,sadness
i just wanted to read books watch tv and feel miserable,sadness
i to feel unwelcome at her apartment certainly not,sadness
i took care of myself by avoiding family events that make me feel shitty,sadness
i feel much more energized than on a gloomy rainy autumn day,sadness
i feel like a moronic bastard,sadness
i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,sadness
im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,sadness
i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,sadness
i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,sadness
i am feeling depressed cursing my luck,sadness
i feel truly heartbroken that hyun joongs fans can be so hateful,sadness
i feel guilty i wont be able to give this little one the same amount of time with just me,sadness
i have been feeling so melancholy and alone,sadness
im feeling exponentially more useless on the farm as each day passes,sadness
i would point out that it really could have used a bit more attention on the writing aspect as it feels a bit dull in few places,sadness
i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,sadness
i feel like ive been neglectful,sadness
i feel like a boring blogger lately,sadness
i feel numb i dont experience anything because of the numbness and of me just always feels something is going to go wrong,sadness
im feeling weepy already,sadness
i hate these feelings in my heart i hate that work stressed me out i hate that cornelius wont let me get my way im frustrated lord,sadness
im still feeling pretty low and demotivated including ups,sadness
i always end up feeling unwelcome and sad,sadness
i have been feeling regretful recently that i did not know back then that the abuse was not my fault and that it did not happen because of who i was but because of who they were,sadness
i really need to find my nitch up here in vt i feel very lonely and bored and it s taking it s toll a href http twitter,sadness
i feel so dirty but after spending a day at the mk show me and a buddy decided we would get the two player starter between us luckily for us both i liked the everblight and he liked the circle maybe a tad to much so it all worked out well,sadness
i feel unimportant when he spends nights out with sara and i get no phone call,sadness
i dont know if i should let go and feel that vain or should i wait and stay in vain,sadness
i feel so boring all the time,sadness
i am sitting on the couch and im feeling rather ashamed so to get in the act of things i slap myself,sadness
i feel ashamed and so i tried my very best to help them,sadness
i had my carrot sticks not on the program they want you to eat super low gi veggies and carrots are relatively high in sugar however they were convenient and later another shake but i was still feeling pretty lousy,sadness
i will feel a dull pain for no reason at all,sadness
i feel lost and then found november i have told jamie this several times,sadness
i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,sadness
i remember that i moved them but i cant remember where and i feel so foolish,sadness
i have been feeling a little or a lot lost,sadness
i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,sadness
i often feel discouraged and frustrated and i am not where i want to be in life right now,sadness
i did about nothing today and feel a little regretful,sadness
im upset with myself because i really feel like i have a blank years from years old,sadness
im feeling pretty homesick this week but i suppose thats to be expected,sadness
i dont know what has been wrong with me the past few days i almost feel homesick and i havent even left for australia yet,sadness
i always feel stupid afterwards,sadness
i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,sadness
i feel rotten remind me that your fruit won t spoil,sadness
i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,sadness
i can choose to tell the whole word what im feeling now or just fake it with some happy stories,sadness
i feel so pathetic and useless being unable to do anything,sadness
ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,sadness
i feel so needy latley,sadness
i was feeling a bit jaded that day but told myself why the hell not,sadness
i feel like my room is messy if theyre open,sadness
i feel so discontent so guilty so pathetic so lonley and i hate myself for it,sadness
i didn t mean to get angry with you bommie i just can t control my feelings hellip i just hated myself why i am like this the dara who can t get over with that b,sadness
i feel so emotional today,sadness
i feel foolish when i look at your facebook page and see how many friends you have they all love you so much why would someone like you want me,sadness
ive been feeling groggy the whole day,sadness
i just feel so hopeless sometimes,sadness
i was cooking my dinner feeling pretty melancholy when zane lowe gave it the first spin on his radio one show on tuesday and the song matched my mood perfectly,sadness
i can send my children to a private school and i don t have to apologize explain or feel embarrassed about this choice,sadness
i was feeling disheartened when going on dates because i didn t feel i was meeting anyone i clicked with or would consider a long term relationship with,sadness
i am now and i still feel the aching loneliness of that quiet hospital room,sadness
im feeling so damn gloomy too,sadness
i spent last night on the couch feeling like i was suffering from hypothermia while the house remained at a balmy,sadness
i dont want to always be judgmental of particular men or scenarios that i often see in this area but with so much trafficking forced sex work and what basically amounts to slavery its hard not to feel slightly embittered and disillusioned,sadness
i blunder through my life ignoring the pain when at all possible and feeling only that dull ache like hearing only the slightest echo of a scream far away,sadness
im thinking well i could be a bit smaller but for health reasons and i should see a doctor more regularly because im feeling crappy,sadness
i have found myself fighting back as he wakes me from my sleep time and time again feeling the hurt and sting of my own abandonment to my first love,sadness
i feel defeated that i have to take advil again but i suppose to get the inflammation down inside as well as outside its necessary,sadness
i had that kinda feeling but ignored it,sadness
i can feel its suffering,sadness
i didnt feel humiliated,sadness
i can go from feeling so hopeless to so damned hopeful just from being around someone who cares and is awake,sadness
ive been feeling a little burdened lately wasnt sure why that was,sadness
i feel like i have to make the suffering i m seeing mean something,sadness
i feel low energy i m just thirsty,sadness
i didnt really feel that embarrassed,sadness
i feel pretty pathetic most of the time,sadness
i started feeling sentimental about dolls i had as a child and so began a collection of vintage barbie dolls from the sixties,sadness
i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness
i feel so inhibited in someone elses kitchen like im painting on someone elses picture,sadness
i become overwhelmed and feel defeated,sadness
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,sadness
i was feeling listless from the need of new things something different,sadness
i found myself feeling a little discouraged that morning,sadness
i feel you know basically like a fake in the realm of science fiction,sadness
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness
i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,sadness
i am feeling miserable but c i am also the proudest mum on earth,sadness
i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,sadness
i can feel my ovaries aching talking to me as i like to put it,sadness
i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,sadness
im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,sadness
i feel like a miserable piece of garbage,sadness
i feel so worthless during those times i was struggling finding work,sadness
when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,sadness
i feel like throwing away the shitty piece of shit paper,sadness
i hear are owners who feel victimized by their associations the associations attorneys or the property manager,sadness
i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,sadness
i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,sadness
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness
im not feeling homesick yet so im feeling alright about this,sadness
i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,sadness
i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,sadness
i do not feel miserable at all because my family is not the type that celebrates eid,sadness
i still feel sleep deprived she is almost sleeping through the night giving us,sadness
i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,sadness
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,sadness
i could feel her whimper to the thought of being unloved and uncared for,sadness
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,sadness
i feel so sad and hopeless,sadness
i still feel groggy but i have to get up to do the routine for my son,sadness
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,sadness
i am no fan of the current president i am a conservative and it made me feel unwelcome,sadness
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,sadness
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,sadness
i died would alex and matt feel regretful for not coming to visit,sadness
i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,sadness
i legs would feel shitty for a few miles but would come around like they always do,sadness
i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,sadness
i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,sadness
i wrote last year when i was feeling more dull and inarticulate than normal,sadness
i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness
i am feeling disheartened with my words as of late,sadness
i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,sadness
i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness
i feel stressed always,sadness
i remember feeling another cramp but i also ignored it,sadness
i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness
im feeling awful because we hung out with my friend and her new baby the day before,sadness
i feel the suffering and i really feel the pain,sadness
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness
i feel as if i was abused in some way,sadness
i can feel myself gaining control over the damaged goods aspects of my personal security,sadness
i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,sadness
i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,sadness
i feel as if i should be punished for neglecting you,sadness
i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,sadness
i feel like i should just bite the bullet and do it but every time i think about it i feel stressed because im not fully supported on my decisions,sadness
i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,sadness
id just had a terrible nightmare and was feeling a little disturbed,sadness
i didnt want to walk passed there just in case the customers feel disturbed,sadness
i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,sadness
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness
im sick of feeling crappy,sadness
i feel a perverse pride in my self control that i managed to stay where i was ordered and not reach for the tempting human flesh so close before us,sadness
i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,sadness
i personalities that can feel pain and suffering,sadness
i was warming up starting feeling a little lethargic,sadness
im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,sadness
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,sadness
ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,sadness
i can finally stop feeling listless and like a waste of space,sadness
i feel really ashamed,sadness
i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,sadness
i actually feel sorrowful,sadness
i began to feel each of my senses dull until the cold black unconsciousness over came me,sadness
i feel empty when the baby isnt there,sadness
i stopped feeling so exhausted a href http provokingbeauty,sadness
i be made to feel rotten,sadness
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,sadness
i feel burdened to share it,sadness
i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,sadness
i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,sadness
i tend to stop breathing when i m feeling stressed,sadness
i crave as i fall into submission and i did not feel submissive in the least,sadness
i made it to work but i am feeling a little groggy,sadness
im starting to feel unwelcome in life and some people can already tell this,sadness
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,sadness
i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,sadness
i am feeling pretty worthless right now,sadness
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,sadness
i was feeling like a pretty crappy mom,sadness
im then left feeling quite embarrassed as i say that nothings new,sadness
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,sadness
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,sadness
i feel is still really low in my abdomen,sadness
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,sadness
i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,sadness
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,sadness
i feel like ive had to fake my feelings a lot more often then i would have liked to,sadness
im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,sadness
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,sadness
i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,sadness
i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,sadness
i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,sadness
ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,sadness
i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,sadness
i always feel like ive been assaulted by his pics,sadness
i feel incredibly isolated and lonely,sadness
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,sadness
i also feel like if google hated seo we d know it,sadness
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,sadness
i feel burdened by her presence,sadness
i feel really pathetic confronted with some,sadness
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,sadness
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,sadness
im feeling gloomy as i have completed nothing though im supposed to complete many things,sadness
i love children s literature authors who don t feel the need to dumb down things for kids,sadness
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,sadness
i feel like today is way suffering than the exam day which we have to open books everytime we went home,sadness
i feel miserable on the inside but on the outside i just like i,sadness
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,sadness
i feel drained of energy,sadness
i am feeling pretty stinkin shitty for being such a horrible reviewer,sadness
i feel helpless about it,sadness
i was feeling awful on sunday,sadness
ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,sadness
i feel lonely at work im not a social bird as i usually am when i was in school,sadness
i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,sadness
i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,sadness
i was not feeling submissive,sadness
i sat on my couch for several hours feeling pretty low,sadness
i can feel but i cant touch you said my love was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,sadness
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,sadness
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,sadness
ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,sadness
i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,sadness
i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,sadness
i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,sadness
i feel hated loathed,sadness
ive been feeling very numb,sadness
i feel that is very unfortunate that i dont own the soundtrack,sadness
i feel lonely and lost,sadness
i would feel empty,sadness
i love some of it the media coverage but sometime i feel they put an ugly picture,sadness
i feel as though i am being a little neglectful of my fellow bloggers,sadness
im feeling quite lonely here now and its only monday of half term,sadness
i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,sadness
